"","logFC","logCPM","PValue","FDR"
"DERL1",-0.290825160572398,6.88866799527767,0.101942014069086,0.216978974930937
"ZNF114",0.805159387018033,-0.191975170260753,0.101972621797679,0.217015559904206
"LPAR5",-0.435710647324799,4.5236087191939,0.101986270995115,0.217016049280658
"ACTB",-0.365475794385182,12.6763549573184,0.102030196034433,0.217080953857235
"TPST2",0.439668682836466,5.37680114258919,0.102067301905771,0.217131334704042
"CCNI",-0.343513733983134,8.28522728027951,0.102113904556589,0.217201902471283
"CLIP2",0.381186887991737,5.12512018244093,0.102139467516628,0.21721439472038
"UNK",0.309891868756014,5.92789578048896,0.102146640604037,0.21721439472038
"COX20",1.04669621212077,0.989613863495304,0.102204071944041,0.217307947867347
"DIP2C",0.439800771618131,4.56221352704263,0.102285903922189,0.217425139471159
"CDON",-0.680513623028952,3.33953611556708,0.102292139705352,0.217425139471159
"SNAPC4",0.36742843858188,4.77666108297743,0.102309153222768,0.217425139471159
"LRPAP1",0.462328517405824,6.38352483407291,0.102312967559703,0.217425139471159
"TWIST2",1.03713056583316,0.27589832682089,0.102376982396639,0.217532592211068
"CDK5R1",-0.495505697100783,5.68211413581512,0.102415845060254,0.21758657991519
"LANCL2",-0.394980553688166,4.40510663668634,0.102492103043876,0.217719990861102
"ZNF341",0.42314574897854,3.14787753319182,0.102572076204327,0.217861257732647
"RUFY3",0.315725994000056,6.50578207602284,0.102621912129733,0.217938484958903
"NUP85",-0.328689067392344,5.92400725724896,0.102664746460631,0.218000824548492
"C2orf42",-0.390479701432801,4.41585913041271,0.102685056939886,0.218015326353136
"SMCHD1",-0.405704292561242,8.23873210833553,0.102699448317886,0.218017258886434
"XPO4",-0.393150600599863,6.20861538272225,0.102748505840376,0.218091896105718
"ATP5L",-0.506941625693851,7.00249281497067,0.102761578550926,0.218091896105718
"IL27",1.26589537989337,-0.564939351901074,0.102887506734086,0.218330502414859
"NR1I2",-0.818449570880557,0.175383206917832,0.102902334487155,0.218333318463169
"HNRNPU",-0.369096236028773,9.14223698232751,0.10293754627711,0.218379377986806
"CAPZB",-0.335300159334692,8.3586281757959,0.103046780747975,0.218582442058794
"BMPER",-1.20467413575386,1.39036922385002,0.103102685950122,0.218633601420345
"TMEM150B",0.976488645515922,2.13204105392894,0.103111210267836,0.218633601420345
"FSCN2",0.932054164198679,0.281598085545203,0.103123281308779,0.218633601420345
"DCLRE1A",-0.456661748174628,4.48498682812334,0.103124975985307,0.218633601420345
"NIPSNAP3A",0.386188477265839,4.9473639328664,0.10316651530414,0.218692998492405
"GSPT1",-0.349810080194924,7.19400931742214,0.103235415604797,0.218797983692206
"MTHFD1L",-0.464299254433745,4.7654479713885,0.103243100021966,0.218797983692206
"ZMYND19",-0.366792187778074,4.20424822145174,0.103283668552727,0.218855278804338
"SNORD2",-1.01351315053293,1.27481067360989,0.103452737785912,0.219184812717643
"PIAS4",0.39244979290557,4.13772755553721,0.103582894355249,0.219429527887079
"C11orf71",0.37990244474994,3.96380376971749,0.103595377530166,0.219429527887079
"PDE4D",-0.390103659952574,4.93965795809284,0.103645890032432,0.219507770246791
"SAFB2",0.446520740615238,6.32276628146708,0.103709545523608,0.219613823518107
"C10orf12",-0.663915854124866,3.20543206726586,0.103760250076367,0.219692427891464
"FBP1",0.568380583177272,3.41633600060008,0.103821151249993,0.219792598247794
"SERF2",-0.399394957802355,6.75941966265404,0.103867328819966,0.219861576135667
"PLXNB3",0.576641385352364,1.01912921632495,0.103948516867597,0.220004634836118
"PDHB",-0.308358307709428,6.26268889141521,0.103963398537722,0.220007338543842
"DUT",-0.536413876724965,6.30467978406952,0.103990449017615,0.220035789809351
"BCDIN3D",-0.481813306326702,2.91097046685387,0.104015317294503,0.220053982276052
"RNF8",-0.439895529519153,4.41973151059753,0.104026261099457,0.220053982276052
"SIDT1",-0.363694345135322,5.52609060326546,0.104104565656391,0.2201908234103
"NBPF9",-0.473212405382636,3.69916578663954,0.104258609171182,0.220487802735236
"RABL6",0.337278258191579,6.49012916201946,0.104323380125109,0.220595934019778
"FIP1L1",-0.379444825291004,5.87022999806643,0.104405717524299,0.220726932046666
"TRPV3",-0.574567579804172,1.65429710740058,0.104429307425551,0.220726932046666
"C21orf33",0.596154432674329,3.14055508585242,0.104434425252005,0.220726932046666
"RNF217",0.570059899853875,3.98621911741334,0.10443992604632,0.220726932046666
"PSMD6",-0.365308788468662,5.91744615375138,0.104511848945767,0.220845361055589
"COQ7",0.32840286577267,4.39193228598876,0.104523274395219,0.220845361055589
"GYS2",-0.78461758792962,0.314716496361199,0.10453885022364,0.220849416827787
"CSF1",0.654809555355659,7.13289076648054,0.104570127876958,0.220886638979384
"PECAM1",0.388661749363292,8.58831366525549,0.104613732058678,0.220949885706274
"LOC101929264",0.764480983191901,1.48208299683554,0.104672589303368,0.221033313208935
"ZNF333",0.383453597827086,4.85830664461872,0.104680568010588,0.221033313208935
"JARID2",0.322952234452077,6.03466740946272,0.104701598703053,0.221048858254018
"NTRK3",0.799613143677477,2.609470658561,0.10477904119719,0.221160791244315
"TPRN",0.570008982365311,2.90634757726465,0.104794761022316,0.221160791244315
"MTERFD1",-0.37009046001394,4.32943401755012,0.104795643291194,0.221160791244315
"SQSTM1",0.429709327534486,8.12855893445185,0.104872167217234,0.221293409216742
"CD200R1",0.636790001004389,4.00854909991177,0.10495068589097,0.221430201204013
"ADAMTS3",-0.568938937826053,2.27616648706783,0.105079497118606,0.221652354360337
"LZTR1",0.32147160434301,6.5040139829647,0.105083391100711,0.221652354360337
"CCDC86",-0.412691491230267,4.20428240488852,0.10514244923618,0.221748003266498
"RPL18",-0.405164615782785,9.31483667488611,0.105246300001145,0.221913036223104
"METTL6",-0.36148082994509,4.04931534621302,0.105248144189414,0.221913036223104
"FBLN7",-0.470986174052988,3.75315174140232,0.105303008368655,0.221999772042483
"FKBP8",0.47224590080042,7.45430564558315,0.105480783145866,0.222345571563471
"COPB2",-0.341014008341143,7.23328277004664,0.105525698062073,0.222411258837461
"RP11-509J21.1",-0.64213992806769,1.08278997269534,0.105584237600284,0.222505641187358
"LOC101926922",-0.8007035560856,-0.0190415541581913,0.10563983794551,0.222593805766097
"AVL9",-0.318097177342802,6.08796746239515,0.105661173800573,0.222609758038414
"UBL4A",-0.372944003076642,5.23271712264413,0.105704360742314,0.222671736606057
"TNPO3",-0.407477032932528,6.53380788073918,0.105783864725498,0.222786580320849
"PSMC3",-0.340549059932113,6.294517144029,0.105786430267363,0.222786580320849
"GNA12",-0.381714383703577,6.80821190115636,0.105876615497849,0.222947477321773
"MCFD2",0.333613408754923,7.06143518980259,0.106012641121437,0.22318549880497
"KIAA1731",-0.465009974874734,5.55731197920895,0.106029636494284,0.22318549880497
"RB1",-0.438676330094963,7.1767598987877,0.106031052888857,0.22318549880497
"CLEC4C",-0.866053339769519,2.94434520647771,0.106123294451669,0.223350587958407
"TOMM70A",-0.317800089544196,6.51506794686347,0.106162439251132,0.223403899488524
"PRMT5",-0.368179680121997,5.62725071109521,0.106179760243403,0.22340408449655
"DZIP3",-0.355463935130132,5.69225347589215,0.106190155671839,0.22340408449655
"LOC101927848",-0.615839338919496,2.53995024446274,0.106301182768499,0.223582683603704
"ATP5D",0.845063087928666,4.45237309732395,0.106302699371066,0.223582683603704
"SNORA32",-0.610903635138676,1.17998290431853,0.106337073429128,0.223625897463701
"ATP1A3",-0.441122174353699,2.446100398602,0.106442120409823,0.223817705274692
"NUDT8",0.704560779094833,0.820038612563762,0.106474266020832,0.223856192159243
"HEBP2",0.38356080439971,4.09576070781337,0.106497653055167,0.223876257013929
"ATP13A1",0.285301461691314,6.94600057052241,0.106665857743815,0.224200708530411
"ZMYM5",-0.291195405847428,5.01146419020476,0.106702284152503,0.224248127266313
"TPM3",-0.385631107188432,9.10316096122956,0.106723539781025,0.224263654539856
"DEDD2",0.40925887282108,5.21022388707109,0.106763773043066,0.224319051273543
"RRAGC",-0.37259857280996,5.69195686630637,0.106788783941965,0.22434245439198
"UHMK1",-0.386013630752586,8.01428838246214,0.106860755524324,0.224464493874446
"ABCC1_1",0.507804376945895,2.66505297758955,0.10692768079108,0.224561299477985
"WTH3DI",0.718070642854527,0.373656724208008,0.106934613361363,0.224561299477985
"RPL26L1",-0.508531923627171,3.54475567560574,0.107003861513465,0.22467754458527
"HAX1",-0.293722680333935,5.97681466470159,0.10705982159924,0.224765861989213
"RAB19",-1.0296523608981,0.300259066898449,0.107091492749221,0.224803169878037
"AGK",-0.473377695727461,3.14143333432299,0.107151013513849,0.224898921550417
"SENP2",-0.306342991218849,5.41079671915545,0.10722991682882,0.225035325065621
"LOC100128882",1.04948475189698,0.0252208781590039,0.107284938227282,0.225121580512728
"GUCA1B",0.714436371367969,1.328735071721,0.107447179176283,0.225432768764771
"GBP2",-0.470911377318787,7.55344819375428,0.107466913746841,0.225444925296915
"SDF2L1",0.673866308964094,3.78280742683931,0.107562115673471,0.225603922132477
"ITIH1",0.706288090705525,1.0113524179254,0.107570606206006,0.225603922132477
"ZNF326",-0.386366247396836,5.1621500640941,0.107667959393558,0.22575608769718
"PARP9",0.537545778684862,7.1060107008285,0.107683656236654,0.22575608769718
"ACVR2B",0.535094058557006,3.60937765480972,0.10769334675164,0.22575608769718
"NLRP11",-1.14580154026478,-0.162556898288761,0.107698999294073,0.22575608769718
"POLR2C",-0.285009080123059,6.06793222673448,0.107807273920854,0.225953762810789
"STK38L",-0.386316229874256,5.8123885027096,0.107888038219555,0.22609373514146
"MT1X",-0.555447211310625,2.53540238761707,0.10792102682655,0.22612396593335
"JAK1",-0.344085614477019,8.97451025604133,0.107930428706377,0.22612396593335
"ERICH1",-0.289173843360161,5.11236404963421,0.107964356790625,0.226165748447925
"SPINK5",-1.13124171152804,-0.463034799131154,0.107998620667625,0.226208223473233
"SNAP47",-0.434386545387885,4.8095511659369,0.108015273279025,0.226213804644961
"RNF25",-0.318222165470713,4.50457112615192,0.108254865255646,0.226686220499069
"DNM3",0.67645208714012,2.51971249859127,0.10828392734855,0.22671772049207
"RPL22",-0.45413085830815,8.56972097176177,0.108350783472121,0.226828332726361
"CTRB1",2.74688376117393,2.06526495971785,0.108397428010258,0.226896609601592
"C6orf1",0.406072689669798,4.13452063860979,0.108460313745193,0.226998860345187
"CDC40",-0.345333303438074,5.82997457706698,0.108509848598645,0.227073145902858
"LRP11",0.481023906530354,3.87616887078845,0.108534684922662,0.227095733544998
"SNUPN",-0.321363269566097,4.46311843415497,0.108559372261763,0.227118003650354
"AQP11",0.610104167757415,0.892670590532961,0.108627721826113,0.227208007355624
"PGAP2",-0.31973460179553,4.28527772690108,0.108630491768098,0.227208007355624
"BHLHE22",0.66715110311873,1.90775518268067,0.108748784040208,0.227426010021757
"FLVCR2",0.827030127526425,4.39405266363846,0.108923467580894,0.227761871957359
"TCL1B",-1.16130793468322,1.10322722830118,0.109005995307953,0.227904971702678
"GNPTG",0.562336013847045,5.7103818803718,0.109031343630327,0.227928501704971
"COX10-AS1",-0.481519170039454,3.22127753344377,0.109076359389804,0.227966598341753
"ANKRD24",0.677829013888237,1.41318310767178,0.109077760200871,0.227966598341753
"C4orf32",-0.414167980020407,4.8290468897192,0.109237911138829,0.228271805005445
"KLHDC10",0.311542306050592,5.87047582357723,0.109357739164451,0.228492681882106
"TMEM205",0.416539562273047,5.0176500662132,0.109424626117138,0.228602900602811
"CDK13",-0.343007575042707,6.65714056859769,0.109442048032741,0.228609765020083
"VPREB3",-0.746741546450576,5.09876962878001,0.109457530449272,0.228612576833995
"RP11-701P16.5",1.25669610390246,-0.115236854240868,0.109497950531059,0.228667465907579
"RAB12",0.348307194077525,5.69037816047518,0.109543000582148,0.228732008446029
"ZBTB11-AS1",0.460836344569851,1.80073294585957,0.109614206011877,0.228851141185655
"CKAP4",0.53031289547652,5.30586715343716,0.109694942745107,0.228987625940085
"LOC100630918",0.677003805498445,1.52241571010846,0.109711106670854,0.228987625940085
"NDUFA12",0.439121005497036,5.17247340784608,0.109722057470302,0.228987625940085
"SART1",0.339803586909022,6.48825502166794,0.109778829023341,0.22907654489877
"CSNK2A2",-0.42277788217286,5.00317442052642,0.10979818485031,0.229087375228902
"RBBP5",-0.381924067248376,5.62205508157003,0.109921743030725,0.229315586725089
"AP3M2",-0.301527624344911,5.11162573542976,0.109946538156818,0.229322270815421
"PBRM1",-0.385964700220296,6.97657095073127,0.109953307438955,0.229322270815421
"ZNF717",0.54014220479583,2.48780072529136,0.110222255674127,0.229853554966085
"LYRM2",-0.301492797860051,5.30799701114232,0.110280478874061,0.229945320313476
"DPYSL3",0.400884292373877,6.94062882360595,0.110500254231524,0.230373870237489
"LOC101928113",0.675837487335186,0.286370125024876,0.110650400554946,0.230657163930728
"IGLV4-3",-1.02641066619706,0.780323965634984,0.110729508198613,0.230792319446833
"LOC100507071",0.829309390802891,0.174273269417277,0.110761873384018,0.230825696023815
"SLC9B1",-0.57267117231872,0.74239904447934,0.11077406794712,0.230825696023815
"SOD3",0.889623372684653,4.21532312893813,0.110827471694919,0.230880149425042
"CCDC120",0.422994156342683,3.31519969890573,0.110828753400112,0.230880149425042
"ASPSCR1",0.468033239384774,4.13354235858783,0.110936239913966,0.231074300861496
"COQ2",0.504685288261531,3.73205782102167,0.111025304689459,0.23123003572929
"HSBP1",0.290745268026544,6.18251450233658,0.111154504700921,0.23143571439873
"LOC102724466",0.529440096459804,2.3151444267246,0.111161488695501,0.23143571439873
"AMACR",0.702529536345905,-0.106854893926665,0.111166994153434,0.23143571439873
"SEC11C",-0.459819131754379,5.86628512958539,0.111220562863658,0.231517433727774
"MMS19",-0.27435849794553,6.58832874471877,0.111356411586986,0.23174662021673
"CUL4A",-0.281492637278551,6.78005290508905,0.111359323874858,0.23174662021673
"WHAMMP3",0.499333881657717,1.93945695870606,0.111490913931684,0.231954091045331
"ZFP2",0.663290444146643,1.12925707511352,0.111500988469678,0.231954091045331
"ZNF551",-0.392086083179639,4.11375927285907,0.111502046981598,0.231954091045331
"POLR3B",-0.414606664002366,3.81545048008143,0.111597752565729,0.232123325336716
"KDM7A",-0.439041693545315,6.4308814153245,0.111745013521507,0.232399737483259
"TSFM",-0.414353708473639,4.33138619400597,0.111776997543177,0.232436364185194
"FH",-0.346246432523855,5.59936209994731,0.111868460921777,0.232596650813445
"PTGER4",-0.390226529846798,5.67316431175042,0.111974845622185,0.232787916621927
"GPCPD1",0.308741399686733,7.13502287137671,0.112012176645856,0.232835593922467
"PFKFB3",0.567316988670977,6.9487474381072,0.112051130182303,0.232859814732087
"NEDD4L",0.392204949176041,4.15664161353913,0.112052626653791,0.232859814732087
"CTRB2",2.22378051161749,1.25286087919928,0.112072726495362,0.232871660398689
"VWA1",-0.802551171442124,4.33306785734131,0.112100931004012,0.232900341238038
"ARF6",-0.316994506290088,7.85950095108838,0.112134291332385,0.2329297831772
"ZNF200",-0.359861852456302,4.29758580224033,0.112143908719866,0.2329297831772
"MRPL9",-0.330471327866724,5.31581784955239,0.112232261194018,0.233017589826483
"TRNT1",-0.363190427246219,4.91109609692504,0.112236004651647,0.233017589826483
"NOL9",0.300460649604275,5.50417372301608,0.112242635627758,0.233017589826483
"PLEKHM1P",0.391030265868664,4.99555513561007,0.112243818003234,0.233017589826483
"SIVA1",0.483489035313867,4.73633689158593,0.112347946788088,0.233203824343083
"HLA-DQA1_6",2.18673626049891,1.66465495699887,0.11244424732096,0.233355894191992
"LRCOL1",-0.984944702549247,0.498859697550427,0.112450066994694,0.233355894191992
"MFNG",-0.301516887487949,6.64903230988152,0.112616460146313,0.233671207786269
"CCNDBP1",-0.290416223266833,6.45303975911288,0.11267694474088,0.233766715888326
"EIF4E3",0.334851770894346,5.98683572641379,0.112763470837544,0.233916219905691
"OPHN1",0.614702922778573,2.71169054984014,0.112835501622264,0.234035620396979
"IGKV1-12",-0.963328243030189,4.19934563883534,0.112871701642396,0.234079256800187
"RABIF",-0.347006842789609,4.32481997320791,0.112885488732665,0.234079256800187
"SRRD",-0.421743304781543,3.84196452788055,0.112947354340473,0.234177514665915
"ZBTB16",1.1476612967579,4.79306602996416,0.113198330600138,0.2346677864973
"MSH3",-0.413534278355793,4.55960781880627,0.113248500751019,0.234741701377273
"ATOH8",0.865334907582941,4.46225694197559,0.113300952113871,0.234820325206398
"CLCN4",-0.37895042226005,4.05099729679783,0.113390075377613,0.234974922989076
"CSNK2A3",-0.529390710080816,2.8899473380487,0.113419939916887,0.2350066967759
"KMT2A",-0.433694949835924,7.55591765139952,0.113437772614403,0.235013535577777
"BMP8B",0.61647448589199,1.72019595130478,0.1134632550468,0.235036218857032
"SCNN1D",0.549944714054291,3.02173713988816,0.113538083071989,0.235161101362732
"PSMC2",-0.334496863057384,6.54335400734969,0.113641266394411,0.235344674110695
"FXN",0.351160656248077,3.67576511764749,0.113665487470796,0.235364694414559
"TLK2",-0.342456712558694,5.65550798970129,0.113716664803602,0.23544052018997
"CCDC30",0.648074561552907,1.02163066612981,0.113751492857338,0.235482481117367
"SEC13",-0.317348173855992,6.10110097450799,0.113821736630943,0.23558965323152
"PBLD",-0.560816981616571,2.52812066699642,0.113832398611866,0.23558965323152
"YIPF5",-0.290955027017479,5.74016370921659,0.113899226215274,0.235697797358082
"EPHB6_1",-0.67514691394657,2.04329059766254,0.113977058133382,0.235828682719173
"FAM160B2",0.37927907113318,6.45566939589186,0.114059382123451,0.235968827900786
"ZMIZ2",0.373408454728242,7.62094108044998,0.114096115266904,0.236014629840927
"LOC100996740",1.04370790489071,0.722599871646152,0.114151351904456,0.236077384488847
"GJC2",0.872164229371635,1.11760044334612,0.114155648448107,0.236077384488847
"ASTN2",0.501746411564722,1.85970271068972,0.11427927070845,0.236302821365177
"IGKV1-9",-0.967065339946038,5.53780907297272,0.114333204552098,0.236384119664604
"LOC101928083",0.944090001946007,0.449029010842918,0.1144041475195,0.236500559080322
"DGKD",-0.461209826636366,7.28980316602112,0.1144271737049,0.236517926016825
"USP10",-0.356155606409494,6.79425826163613,0.114464769104782,0.236540144631596
"IZUMO4",-0.527589071258097,2.38795140083814,0.114467176099856,0.236540144631596
"NUDT1",-0.52581206477407,4.00403509926495,0.114484655064849,0.236546038291649
"SLC26A11",0.495787828301268,5.16689004066217,0.114572619304058,0.236697547187689
"NARS",-0.292245153478721,7.22649985933034,0.114799319455303,0.237135597679291
"LOC100287387",1.0315121525205,-0.199876471480626,0.114909448686858,0.237332771923866
"OSBPL7",0.365927294339889,5.4751597884025,0.114959857339362,0.237406565303558
"SOWAHD",0.789823843366365,2.44957944464614,0.114976230890015,0.237410062047155
"AMN",1.10506543959631,-0.108483623394188,0.115047623024292,0.237527149182797
"UQCRH",-0.441119685114487,6.21657553682154,0.115062410479721,0.237527355409504
"TCEB1",-0.385759693565567,5.05013790055206,0.115114970712161,0.237605527295095
"TAF5",-0.532817624298514,3.74431133791735,0.115200732423905,0.237752200709469
"ASPH",0.310925465808048,6.31349595830408,0.115241607871784,0.237780527959478
"LOC643733",-0.478736054312885,3.27792889703103,0.115243864589809,0.237780527959478
"IGLV10-54",1.4139303362206,4.18302305390296,0.115259701723639,0.23778286723749
"AQR",-0.405168285157812,6.20193840202749,0.115430918334871,0.238105715728512
"ANXA7",-0.283153175819066,7.15700083604167,0.115459388341569,0.238134068136698
"URGCP",0.333036055715639,5.2438259446049,0.115498290274732,0.238183926335496
"CHRNA3",-0.919127280463004,0.305306045354983,0.115526681860172,0.238212099839691
"DHRS12",0.387641640694206,3.85304284386935,0.115677317724007,0.238492297581927
"ARHGDIA",0.42301775884022,7.85265208726205,0.11577893677565,0.238645424725702
"RBM27",-0.421578805990061,6.35901573536881,0.115781103289504,0.238645424725702
"SLC31A2",0.734484384478343,5.8168205189866,0.115828026005617,0.238711716141562
"TBC1D25",0.340175830094736,4.72141544511705,0.115902898580353,0.238835585606712
"STAG2",-0.372858987239998,7.82146391974831,0.115918287370455,0.23883686372213
"MCTS1",-0.357794427520727,5.97561788986787,0.115944837510671,0.238861135314977
"LARP1B",-0.37499463009453,4.12767510916825,0.115977966882604,0.238898953053811
"KIAA1033",-0.323322159336957,7.58422455635593,0.1159995974447,0.238913078180806
"CELA3A",-2.33615881259063,1.2538153906091,0.116090498142489,0.239069850497941
"TPP2",-0.355777597049122,6.90130194701312,0.116153986816393,0.239168759517585
"PKD1P1",0.906792351852562,0.674114917955591,0.11616810573897,0.239168759517585
"LOC102724499",-0.621349878420306,1.67157575779842,0.116235132948319,0.239266434158729
"RP11-35G9.3",-0.460446283555332,3.75543867247174,0.116245138089608,0.239266434158729
"CHD3",-0.428815199967585,8.22729112324398,0.116262908557962,0.239272557546368
"ZSCAN29",-0.34460102328954,5.60256666623003,0.116426922692269,0.239579614935662
"CLN5",-0.328275253267644,5.54946003931171,0.116676914302697,0.240063493397355
"CDIPT",0.441828329521574,6.12891377174235,0.116822021541148,0.240331475939886
"TMEM134",0.443075859691287,4.47775432800586,0.116908704339343,0.240479212233002
"LIN52",-0.397904080779732,3.54769713361966,0.116959713806776,0.240553540847409
"WWP2",0.272958684269679,6.67697803213432,0.117009396642494,0.24062512239349
"TEX14",0.706857518254985,0.181212346460661,0.117082133799059,0.240731085476318
"LOC100996660",0.681002240365904,0.789778029161798,0.117090694926832,0.240731085476318
"RASA3",-0.395464533246794,6.95834928191125,0.117146590312098,0.240801588595578
"HMGN2",-0.558083745724824,7.36908102161616,0.117154767441875,0.240801588595578
"BCL6",-0.684443873759056,7.32022381556904,0.1171733218848,0.240809119522301
"LOC646762",0.505064192949332,2.73778310982394,0.11724061023119,0.240910467827793
"SPTY2D1",-0.313868800059437,5.43106143267978,0.117252429648316,0.240910467827793
"STK32A",1.32486745103373,0.332091538226028,0.117344017872993,0.241068020457576
"SNORA81",-0.749012593124576,1.26639769383371,0.117438276632713,0.241231018633841
"LONRF1",0.375418445023934,5.45582121667557,0.117489005180026,0.241282461251834
"FARSA",-0.306423439383194,5.83918096771776,0.117493159928159,0.241282461251834
"PECR",-0.404648731022751,3.28955471237651,0.117513112264458,0.241292794761403
"LINC00944",-0.773725182495429,0.181317883399455,0.11756032759944,0.241338731631316
"CDK6",-0.538107063233691,6.27382970335533,0.117565330682136,0.241338731631316
"MTERFD3",0.44161697776517,4.16054397098343,0.117607954702689,0.241395588710736
"SUCO",-0.275594182591863,5.84082560748493,0.117649733332251,0.241450696376798
"C5",-0.4127400193526,3.60703275459564,0.11770459273528,0.24153263211711
"LRTOMT",0.460275681862173,2.94964352825284,0.117783168048543,0.241663206506094
"CAP2",0.792132966161374,2.7979480307057,0.117802763866761,0.241672751142111
"LOC441179",-1.36524267322397,0.112355442279816,0.117880311646936,0.241801166914543
"HTR7P1",0.525923767785828,2.85618151178742,0.117968152133891,0.241950660280188
"CDC23",-0.335158587428697,5.65374839254752,0.118027705874922,0.242042107457422
"C3orf14",-0.643759711179335,2.07567289339012,0.118058287639827,0.242074125486407
"PDCD11",-0.31966349815549,6.19916011446125,0.118085299636527,0.242091593346462
"HEXIM1",0.36205367012161,5.82172411030121,0.118096746222498,0.242091593346462
"LOC100272217",-0.787961935368816,0.437100611351862,0.118154343779362,0.242170034302735
"MANBA",0.292980022944396,5.79628144527723,0.118164960467653,0.242170034302735
"DIABLO",-0.306582682901863,5.20136122141153,0.118205348651453,0.24222211079464
"CDK10",0.341227404500494,6.08236188481852,0.118410891766251,0.242590064446685
"SPIN2B",0.551323444893808,1.69986810763101,0.118424671928266,0.242590064446685
"SPHK2",0.5108107796752,4.00144810581974,0.118429913356825,0.242590064446685
"JMJD4",-0.506171379554803,2.63044515158735,0.118512439499245,0.242728365195263
"LOC102724709",0.808976805679393,0.702730699063882,0.118529628137027,0.242732828445233
"SDE2",-0.297128164381005,5.72205802814195,0.118637375806171,0.242922719870523
"GPR75",0.626873530834743,1.48711074889882,0.118736258118207,0.243094412746884
"RRP7A",-0.462920815267414,5.94819266901616,0.118774968863477,0.243142885627867
"XPO5",-0.348431629721689,5.62289180691515,0.118792746197556,0.243148499114906
"MFF",-0.267610197456125,5.9245112925266,0.118916117816756,0.243370217328851
"HLX",0.598294094498172,3.62030811130685,0.118960299003938,0.24342983113902
"DBT",-0.306853003997422,5.2580490258245,0.118982257176244,0.243443960406658
"RPL32",-0.404231392006635,9.65849825701291,0.119157225462329,0.243725060933656
"LOC283922",0.448781481434602,2.93632366478759,0.119159389946501,0.243725060933656
"POGLUT1",-0.334998031445242,5.46135823161437,0.119164856344448,0.243725060933656
"RYBP",0.282134451558188,6.59062679830892,0.119182098933558,0.243729502270296
"ADAMTSL2",-0.599734612939262,3.48664950467016,0.119202976586874,0.243741375314568
"LINC00960",1.01314409189931,0.0935716901502575,0.119312040758916,0.243933542750087
"SAMD13",0.654547473744121,0.447510123942965,0.11947633711493,0.244238569564232
"ACTN1",0.374631197997714,7.51973451668517,0.119790699675614,0.244850252168102
"BPTF",-0.515300558972093,7.5117955882844,0.119835139417536,0.244877603708254
"AC009948.5",0.416613014398632,3.97372895918868,0.119837429128635,0.244877603708254
"ELL",0.352828097821176,5.18551351576651,0.119849507380091,0.244877603708254
"CHRNB1",0.408454257261328,3.39855749766841,0.119919778959601,0.244990230588008
"TTC7A",-0.312273885034724,6.5743851537997,0.119975641036833,0.245063874341288
"IQCH-AS1",0.473647241119104,2.48170068482232,0.119986133875484,0.245063874341288
"KIAA0556",0.336923589064353,4.99492652162493,0.120012995229002,0.245087783665036
"SH3BP5L",0.293692546894092,5.49877375561938,0.120059830382631,0.245151497224181
"CRLS1",-0.34493854938722,4.7301694444328,0.120074577181937,0.245151497224181
"LDLRAD2",0.537166118788276,1.26992295995948,0.12008967109881,0.245151497224181
"HDAC9",-0.323298102634422,6.04222065329002,0.120118421682005,0.245179239611433
"LOC100996457",-0.902201281974903,-0.168711995763869,0.120162077450676,0.245237394817307
"NDUFC1",0.520609772452413,4.40094216880974,0.120208930319664,0.245302059448531
"FYCO1",0.336219816686935,6.21300780472816,0.120283293192259,0.245422838443755
"LYL1",0.610046757469623,4.45277125881571,0.1203432324172,0.24551416105096
"RHPN2",-0.430056179485946,2.24680796001191,0.120460797273478,0.245723008767242
"CRTC3",-0.305573206689153,6.26214026862302,0.120581433270766,0.245887566569862
"TMEM62",-0.352619462229385,4.57670153121036,0.120582169852575,0.245887566569862
"PPIE",-0.267586295097544,5.71187078896256,0.120587082022358,0.245887566569862
"CACNA2D2",0.538783302954356,2.53543058764704,0.120670857950895,0.24600114532185
"LINC00667",0.391318833590549,5.8976097333992,0.120682382548674,0.24600114532185
"LRCH3",-0.485511819526125,5.45920561106435,0.120688417448897,0.24600114532185
"VPS37C",0.390847210232644,4.55373191594838,0.12075861585654,0.246085362699778
"CNIH3",-0.652455160033798,0.26791200180857,0.1207601680921,0.246085362699778
"CACNB3",0.537813229432486,2.56975455856252,0.120794936280502,0.246125199638185
"MED28",-0.312299928950756,5.6847080159224,0.120855207483863,0.24621698355115
"PGP",0.552991532645513,3.37990862957345,0.120950469866521,0.246380022506787
"RP11-426L16.8",1.2828474985231,-0.12335354054829,0.121001115496568,0.246452146071852
"SLC2A3",-0.481292920140471,6.69187818506018,0.121230173739888,0.246887592207716
"LARS2",-0.427078285932163,4.85403532023319,0.121249761820004,0.246896392363775
"ALKBH4",0.464827881729732,3.31112840767469,0.121282863678398,0.246931302838142
"HIPK3",0.328114632816286,7.71904563328587,0.121302504735872,0.246931302838142
"ALKBH1",-0.374143295102638,3.91809719809836,0.121312713396552,0.246931302838142
"LINC00892",-0.846087236201377,0.990617187281434,0.121350022841499,0.246976160255817
"CCDC14",-0.391504974805819,6.24696839127051,0.121396066921124,0.247038781206545
"RNMT",-0.351404890058462,6.24429655362134,0.121738858406936,0.247705185978481
"CHST3",0.499023643724478,3.89384749679312,0.121787954539249,0.247736394504049
