"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NEK9",2338.66750735705,-0.0752927927386895,0.137618487033533,-0.547112487294991,0.584301453786289,0.737420880058585
"DNAJC16",492.92358612066,-0.109166516940479,0.199612251554626,-0.546892869001102,0.584452335125171,0.73753039805846
"SRCAP",2677.25174335639,0.133210341689538,0.243581241953674,0.546882594986,0.584459393984382,0.73753039805846
"FAM182B",3.58765363136157,0.597084121669331,1.09206729812054,0.546746636124826,0.584552809540354,0.737603374697295
"RP5-977B1.7",11.6420635032823,0.253798192023257,0.464251149609046,0.546682958646382,0.584596563891204,0.73761368251381
"PLGLB1",10.3429063180587,0.358810899847283,0.656603943428212,0.546464734850488,0.584746522345424,0.737757983758959
"AC003665.1",16.4152347223316,-0.26807785282913,0.49092582581649,-0.546065899839905,0.585020638946791,0.738058904691971
"MRVI1",322.110831105659,0.243169610558261,0.445425272321459,0.545926838167295,0.585116229132217,0.738083466288928
"SUGP2",2685.57463320179,-0.155286342676319,0.284425145417264,-0.545965591222632,0.585089589777775,0.738083466288928
"PPP5C",700.916705837096,0.103742294139315,0.190045212793354,0.545882175164911,0.585146931760226,0.738083466288928
"CEBPA",302.120167651489,-0.225173862908584,0.412564015334691,-0.545791330651833,0.58520938319208,0.738117323524731
"ID1",175.604235846934,0.237911665630389,0.435959682097131,0.545719421773004,0.585258819440439,0.73813476175001
"TNKS2",2494.71523333913,-0.0995512424137602,0.182531697726976,-0.545391532832095,0.585484262633348,0.738374166212219
"CLCN6",526.818028005067,0.0990559173928378,0.181661648020536,0.545276994193294,0.585563024278391,0.73842856769742
"SH2D7",1.97306011936172,-0.694542548968297,1.27406284033079,-0.545139946776855,0.585657270381581,0.738502488165799
"UBR7",3.52738911100444,0.47026899170157,0.862807185342137,0.545045289017951,0.585722369663259,0.73853964829856
"LOC101929410",2.01433756012072,-0.712582776119804,1.30753791508671,-0.544980583658676,0.585766871618562,0.738550834240241
"SLC5A11",2.64415449791676,0.525843335236783,0.965338240794718,0.544724442702986,0.585943051304312,0.738728031593928
"S100A10",792.199034957608,-0.169161833161737,0.310723501126143,-0.544412741709754,0.586157479631161,0.738773698029594
"VPS54",734.078126140672,0.0851628683029974,0.156405498240328,0.544500476397185,0.586097120665809,0.738773698029594
"VPS8",737.579416580283,-0.113475465032649,0.20839360830124,-0.544524690357185,0.586080462658888,0.738773698029594
"CCRN4L",55.6580799395447,-0.16105832184881,0.295816298061227,-0.544453848230751,0.586129199156885,0.738773698029594
"SSSCA1",164.987541375244,0.105006109740386,0.192838023912036,0.544530106719433,0.5860767364996,0.738773698029594
"TRERF1",741.773238175944,-0.0993059053942579,0.182584094837183,-0.543891325708367,0.586516258455985,0.739164289367882
"MEIG1",2.43313207828432,0.559259674306819,1.02831794704875,0.543858712095689,0.586538702794429,0.739164289367882
"DNM1P46",19.4747656377686,-0.278190455345927,0.511731313137979,-0.543626016629781,0.586698852870615,0.739321163736525
"DDX54",855.703094261561,0.0913288316277599,0.168106721914578,0.543278880151905,0.586937803359886,0.739577312343083
"DOC2GP",11.983138464716,0.398933496064494,0.734399539409846,0.54321043880974,0.586984920098705,0.739591722315115
"NOSTRIN_1",6.95259485206604,0.355856502291963,0.655412189000762,0.542950693111917,0.587163751498591,0.739772078839217
"TMEM249",6.67896156075955,0.444722660234776,0.81931093814564,0.542800833638721,0.587266939193348,0.739857115152235
"EIF1B-AS1",16.9491983836836,0.200382658820295,0.369388425010793,0.542471407474232,0.587493799379987,0.740079534656081
"LOC102723997",4.39422674048904,-0.437822881568614,0.807289199367799,-0.542337097921637,0.587586303639287,0.740079534656081
"DNTT",8.33220062667443,-0.597466033225244,1.10156114156795,-0.542381181288598,0.587555940951655,0.740079534656081
"TBX4",2.64839506648327,0.528046227412148,0.973587323665568,0.542371715999801,0.587562460165792,0.740079534656081
"WDTC1",1453.01347973719,0.0666857598750857,0.122979983137891,0.54224889427993,0.587647056614253,0.740111082118133
"SNORD46",5.66489742532077,-0.351982885222851,0.649675185925524,-0.54178286757469,0.587968095088444,0.740434679440469
"HERC2P4",1.62951132291037,0.914504538018572,1.68798715570448,0.541772213685419,0.587975435333371,0.740434679440469
"RIBC1",17.3431739024801,0.20282328164822,0.374635500210624,0.541388313531928,0.588239960542104,0.74072279339753
"ASH1L",1518.06396504321,-0.127199540688761,0.235023251670182,-0.541221091040238,0.588355201873968,0.740822902711919
"CPA5",28.8945395311872,-0.426960588310341,0.789177017856807,-0.541020048290118,0.588493764234843,0.740952362574247
"TRIM74",4.66043977031561,-0.415157111887479,0.768066839115299,-0.540522114410875,0.588837014306854,0.741306804166093
"C16orf47",1.7090445450599,-0.749597547344259,1.38697227083972,-0.540456044510844,0.588882566451123,0.741306804166093
"C19orf70",239.262264888099,0.17276128070636,0.31965144516054,0.540467697931393,0.588874531837781,0.741306804166093
"ALKBH5",1451.04631921651,0.0758865583711842,0.140430214588314,0.540386259421834,0.588930681812955,0.741322352135722
"PPP1R10_3",2.00891081700509,0.586952311174669,1.08643493045611,0.540255375375547,0.589020928522966,0.741390928250185
"PRRC2B",4452.94560327738,-0.0872724209063677,0.161568952196392,-0.540155888368238,0.58908953072546,0.741432254106341
"TMEM125",4.92846761306139,-0.398950444784001,0.739051464608397,-0.539814158944118,0.589325201544653,0.741489209418858
"DBR1",331.804533922023,-0.0735506551650211,0.136235924913615,-0.539877093444027,0.589281796030001,0.741489209418858
"LOC101929422",16.5251220579631,0.22818309087777,0.422734249151639,0.539779048742081,0.589349417463127,0.741489209418858
"FCGBP",169.633902819553,0.271684472838865,0.503113093986829,0.540006762070036,0.589192369072959,0.741489209418858
"ITPA",428.270337014676,-0.120098973531168,0.222422569055413,-0.539958575432369,0.589225600624154,0.741489209418858
"TRIM26_2",10.0782631391825,-1.65210350497913,3.06041431115106,-0.539830015484978,0.589314265252736,0.741489209418858
"MIR6759",1.30841379888452,0.809937976500662,1.5011478898806,0.539545758256426,0.589510332304179,0.741646647730093
"POLR2J",269.422234424873,0.12932274005026,0.239783295577532,0.53933173175712,0.589657977401378,0.741787373646645
"BHMT",1.35667689142815,-0.740519604608952,1.37352039718356,-0.539139867254545,0.58979034864539,0.741876921462568
"NBR2",107.958313001663,0.188848015097397,0.350286267805307,0.53912480292365,0.589800742415171,0.741876921462568
"HGC6.3",3.43144297402013,0.54090591329703,1.00358909870275,0.538971491416371,0.589906525861051,0.741964955585429
"ZSCAN5A",41.1765479196648,0.134895781717591,0.250314333994873,0.538905541543433,0.589952033319636,0.741977170478091
"NPPA",9.91569620079444,-0.278950981530266,0.517925550163152,-0.538592817910593,0.590167844345278,0.742130066253758
"PSTK",33.6169109260743,-0.14721125606487,0.27333537704158,-0.538573739185164,0.590181011777641,0.742130066253758
"H1FNT",1.7439028441543,0.68645336946713,1.27442758630877,0.538636621524617,0.590137613218999,0.742130066253758
"RNF20",943.992920002841,-0.0825916768521808,0.153409482237064,-0.538374001709696,0.590318871335909,0.742250580007568
"SCML2",57.6911831401613,-0.143453068936762,0.266477383543355,-0.53833112224859,0.590348468834657,0.742250580007568
"MS4A15",2.08665097972967,0.750272862853901,1.39453773209816,0.538008291625836,0.590571324233502,0.742485740808639
"HOOK3",1065.12648421708,0.101937955914448,0.18954921087379,0.537791507780648,0.590720995487195,0.742628869144746
"KRI1",952.93017817647,-0.111397541324151,0.207280549474245,-0.537423996639839,0.590974771294552,0.742902847922462
"LOC102723696",3.26108715343347,0.50129073329556,0.933090907034456,0.53723675744388,0.591104084007403,0.742930236072365
"RGS17",8.46190800639766,-0.347795273984734,0.64737075282503,-0.537242797063363,0.591099912671401,0.742930236072365
"CHD2",3027.25194031219,-0.0926351107789066,0.172422413838108,-0.537256779538445,0.59109025555837,0.742930236072365
"TAP1_2",4.41408987648676,-0.587346273985524,1.0938004154239,-0.536977556145744,0.59128311726212,0.743110195513807
"MDFIC",2024.5613061362,-0.0592466478425751,0.110392267163024,-0.536692010818851,0.591480375482197,0.743268811436976
"FAIM2",65.6976527320219,-0.479755733332512,0.893965464852443,-0.536660253885423,0.59150231543029,0.743268811436976
"LOC101929409",1.54144835838289,0.698879769765021,1.30232723199609,0.536639143062254,0.591516900495193,0.743268811436976
"KCNJ14",16.4053886660936,-0.227315903753012,0.42368975639635,-0.536514986074773,0.591602681532077,0.743331538024907
"LRRC71",1.76984392209282,0.646550647292449,1.20689252015767,0.535715182995735,0.592155408683443,0.743710634924299
"GLB1L",118.577517786232,0.135594869869752,0.253083908884737,0.535770410956891,0.592117234180034,0.743710634924299
"TBC1D22B",256.131755080063,-0.103720577645303,0.193585280422542,-0.535787521752224,0.592105407137292,0.743710634924299
"VPS26A",919.937362183288,-0.0972930778339217,0.181632027413658,-0.535660363534573,0.592193301941692,0.743710634924299
"CCDC85C",137.206589302563,0.178496072329372,0.333254653379485,0.535614643394385,0.592224906260579,0.743710634924299
"KLHL36",1278.48342994211,-0.114892658049002,0.21437037080608,-0.535954001558052,0.591990341361797,0.743710634924299
"KLC3",17.2107610038749,0.266198613923904,0.496999750569895,0.535611162014995,0.592227312816503,0.743710634924299
"GCNT7",5.83605296995981,0.353709936561582,0.660098418236416,0.535844241994381,0.592066202679121,0.743710634924299
"ARMCX5-GPRASP2",10.815537895994,0.335713498470837,0.626563005733638,0.535801659847045,0.592095634917549,0.743710634924299
"GPR25",3.83028539563041,0.757201670841582,1.41392368766021,0.535532205486009,0.59228189391099,0.743734118676137
"LILRB3_1",3.88052071705901,1.05161414687471,1.96399304533586,0.535446981022722,0.592340810495125,0.743763043369455
"LOC100506860",1.44749336410219,0.923119509334668,1.72443804844681,0.535316133952227,0.592431271708854,0.743831570657286
"RARRES2",702.549868757165,0.216119404109312,0.403952163776866,0.53501236901083,0.592641304242283,0.744005145317306
"GDE1",637.209742354381,0.132547029717624,0.247735520719457,0.535034416270583,0.592626058931717,0.744005145317306
"LRRIQ4",2.80324913933081,-0.556617723341803,1.04142464102468,-0.534477197307466,0.593011421653735,0.74442470615544
"GPATCH2L",957.34066920669,-0.123826062520736,0.231792016307585,-0.534211939191299,0.593194909780598,0.744519775351634
"GOSR2",1089.01879239584,0.088019328126563,0.164740548093588,0.534290611177035,0.5931404869599,0.744519775351634
"GLIS2_1",7.44687555365642,0.467078441543106,0.874307539679565,0.534226711248871,0.59318469075847,0.744519775351634
"LOC102724077",4.0984523485907,-0.429804391801354,0.804962085508128,-0.533943647209225,0.593380522987077,0.744707645947937
"FLJ42969",1.3691101974543,-0.755833703192572,1.41641091420118,-0.533626008960008,0.593600309939081,0.744938380118501
"FAM86HP",24.9427937107697,0.222062331058513,0.41640912790391,0.53327921070394,0.593840316441541,0.745156280261963
"DCAF4",217.118995051187,-0.135958663392187,0.254981981758666,-0.533208905407552,0.593888977601263,0.745156280261963
"VPS13C",3871.83330387253,-0.132331780989717,0.248199332929076,-0.533167351531648,0.593917739589342,0.745156280261963
"ZXDA",186.285847217508,0.120690847963255,0.226343902966378,0.533218904426081,0.593882056761923,0.745156280261963
"OCLM",10.636788396926,-0.334052612616443,0.62694604212308,-0.532825139919877,0.594154629480396,0.745363260901147
"ZNF296",55.6869185960599,0.275112457811754,0.516315467760795,0.532837915944854,0.594145784728344,0.745363260901147
"H6PD",1754.29553315113,0.0984410145437074,0.184839358183829,0.532576046091896,0.594327087411539,0.745473254675964
"NEXN",1119.17708409379,-0.131521029535719,0.246968063106737,-0.532542661108685,0.594350202951321,0.745473254675964
"TNPO2",1425.18284505234,0.0665422897332573,0.124932934333785,0.532624084178437,0.594293826881879,0.745473254675964
"PBX2_5",1.99163353770899,0.61405463221727,1.15317652207796,0.532489710344415,0.594386866550285,0.745474131412495
"LINC01184",210.089175216229,-0.124255166381273,0.233572064741031,-0.531977856680073,0.594741332046975,0.74587356792532
"IGHV3-66",2.42653467875319,0.568416443090939,1.06861382314321,0.53191941820386,0.594781807612957,0.74587920068978
"LOC102724159",108.072491315572,-0.211002540037365,0.396740884813306,-0.531839666931873,0.59483704684435,0.745903345855396
"CLEC2L",2.01917435104815,0.591413711481931,1.11222411699398,0.53173969386705,0.594906295886479,0.745924968026896
"SNORA48",18.3591984908217,-0.315035639156114,0.592494261982321,-0.531710869405035,0.594926262611957,0.745924968026896
"RALY",1852.23786343746,-0.0936216345990256,0.176108657393402,-0.531612902992543,0.594994126303461,0.745964933769924
"CYP1A1",1.9504848710809,-0.637230767982942,1.20049608081841,-0.530806204338899,0.595553080211763,0.746620554410876
"EDF1",1765.02744642205,0.132862559924845,0.25033256629616,0.530744209155992,0.595596045999895,0.746629261656233
